path,line,pattern,category,snippet
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,67,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred1"", ""image_id"": 5, ""box_id"": ""pred1"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1061.982421875, 1815.9600830078125, 554.23486328125, 183.0399169921875], ""crop_path"": ""crops/val/insulator_ok/val_img5_pred1.j"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,67,insulator_ok/,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred1"", ""image_id"": 5, ""box_id"": ""pred1"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1061.982421875, 1815.9600830078125, 554.23486328125, 183.0399169921875], ""crop_path"": ""crops/val/insulator_ok/val_img5_pred1.j"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,68,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred2"", ""image_id"": 5, ""box_id"": ""pred2"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1072.0606689453125, 469.430419921875, 588.0902099609375, 392.57275390625], ""crop_path"": ""crops/val/defect_flashover/val_img5_p"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,68,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred2"", ""image_id"": 5, ""box_id"": ""pred2"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1072.0606689453125, 469.430419921875, 588.0902099609375, 392.57275390625], ""crop_path"": ""crops/val/defect_flashover/val_img5_p"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,68,defect_flashover/,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred2"", ""image_id"": 5, ""box_id"": ""pred2"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1072.0606689453125, 469.430419921875, 588.0902099609375, 392.57275390625], ""crop_path"": ""crops/val/defect_flashover/val_img5_p"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,69,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred3"", ""image_id"": 5, ""box_id"": ""pred3"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1065.0401611328125, 1566.79931640625, 570.3975830078125, 309.5401611328125], ""crop_path"": ""crops/val/insulator_ok/val_img5_pre"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,69,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred3"", ""image_id"": 5, ""box_id"": ""pred3"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1065.0401611328125, 1566.79931640625, 570.3975830078125, 309.5401611328125], ""crop_path"": ""crops/val/insulator_ok/val_img5_pre"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,69,insulator_ok/,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred3"", ""image_id"": 5, ""box_id"": ""pred3"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1065.0401611328125, 1566.79931640625, 570.3975830078125, 309.5401611328125], ""crop_path"": ""crops/val/insulator_ok/val_img5_pre"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,70,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred4"", ""image_id"": 5, ""box_id"": ""pred4"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1064.029052734375, 1324.456298828125, 591.3922119140625, 300.134521484375], ""crop_path"": ""crops/val/insulator_ok/val_img5_pred"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,70,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred4"", ""image_id"": 5, ""box_id"": ""pred4"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1064.029052734375, 1324.456298828125, 591.3922119140625, 300.134521484375], ""crop_path"": ""crops/val/insulator_ok/val_img5_pred"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,70,insulator_ok/,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred4"", ""image_id"": 5, ""box_id"": ""pred4"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1064.029052734375, 1324.456298828125, 591.3922119140625, 300.134521484375], ""crop_path"": ""crops/val/insulator_ok/val_img5_pred"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,71,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred5"", ""image_id"": 5, ""box_id"": ""pred5"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1090.3182373046875, 828.3828735351562, 576.1241455078125, 296.60516357421875], ""crop_path"": ""crops/val/insulator_ok/val_img5_p"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,71,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred5"", ""image_id"": 5, ""box_id"": ""pred5"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1090.3182373046875, 828.3828735351562, 576.1241455078125, 296.60516357421875], ""crop_path"": ""crops/val/insulator_ok/val_img5_p"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,71,insulator_ok/,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred5"", ""image_id"": 5, ""box_id"": ""pred5"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1090.3182373046875, 828.3828735351562, 576.1241455078125, 296.60516357421875], ""crop_path"": ""crops/val/insulator_ok/val_img5_p"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,72,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred6"", ""image_id"": 5, ""box_id"": ""pred6"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1080.9541015625, 1079.542724609375, 584.407958984375, 294.882080078125], ""crop_path"": ""crops/val/insulator_ok/val_img5_pred6.j"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,72,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred6"", ""image_id"": 5, ""box_id"": ""pred6"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1080.9541015625, 1079.542724609375, 584.407958984375, 294.882080078125], ""crop_path"": ""crops/val/insulator_ok/val_img5_pred6.j"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,72,insulator_ok/,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred6"", ""image_id"": 5, ""box_id"": ""pred6"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1080.9541015625, 1079.542724609375, 584.407958984375, 294.882080078125], ""crop_path"": ""crops/val/insulator_ok/val_img5_pred6.j"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,73,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred7"", ""image_id"": 5, ""box_id"": ""pred7"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1097.620849609375, 1075.001708984375, 558.4476318359375, 300.770263671875], ""crop_path"": ""crops/val/defect_flashover/val_img5_"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,73,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred7"", ""image_id"": 5, ""box_id"": ""pred7"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1097.620849609375, 1075.001708984375, 558.4476318359375, 300.770263671875], ""crop_path"": ""crops/val/defect_flashover/val_img5_"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,73,defect_flashover/,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred7"", ""image_id"": 5, ""box_id"": ""pred7"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1097.620849609375, 1075.001708984375, 558.4476318359375, 300.770263671875], ""crop_path"": ""crops/val/defect_flashover/val_img5_"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,74,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred8"", ""image_id"": 5, ""box_id"": ""pred8"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1076.4637451171875, 1219.09765625, 559.5887451171875, 738.6287841796875], ""crop_path"": ""crops/val/insulator_ok/val_img5_pred8."
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,74,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred8"", ""image_id"": 5, ""box_id"": ""pred8"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1076.4637451171875, 1219.09765625, 559.5887451171875, 738.6287841796875], ""crop_path"": ""crops/val/insulator_ok/val_img5_pred8."
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,74,insulator_ok/,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred8"", ""image_id"": 5, ""box_id"": ""pred8"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1076.4637451171875, 1219.09765625, 559.5887451171875, 738.6287841796875], ""crop_path"": ""crops/val/insulator_ok/val_img5_pred8."
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,75,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred9"", ""image_id"": 5, ""box_id"": ""pred9"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1104.6126708984375, 808.865966796875, 548.2926025390625, 316.5369873046875], ""crop_path"": ""crops/val/defect_flashover/val_img5"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,75,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred9"", ""image_id"": 5, ""box_id"": ""pred9"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1104.6126708984375, 808.865966796875, 548.2926025390625, 316.5369873046875], ""crop_path"": ""crops/val/defect_flashover/val_img5"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,75,defect_flashover/,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred9"", ""image_id"": 5, ""box_id"": ""pred9"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1104.6126708984375, 808.865966796875, 548.2926025390625, 316.5369873046875], ""crop_path"": ""crops/val/defect_flashover/val_img5"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,76,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred10"", ""image_id"": 5, ""box_id"": ""pred10"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1090.22119140625, 1072.9991455078125, 547.214599609375, 294.201416015625], ""crop_path"": ""crops/val/defect_broken/val_img5_pr"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,76,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred10"", ""image_id"": 5, ""box_id"": ""pred10"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1090.22119140625, 1072.9991455078125, 547.214599609375, 294.201416015625], ""crop_path"": ""crops/val/defect_broken/val_img5_pr"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,76,defect_broken/,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred10"", ""image_id"": 5, ""box_id"": ""pred10"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1090.22119140625, 1072.9991455078125, 547.214599609375, 294.201416015625], ""crop_path"": ""crops/val/defect_broken/val_img5_pr"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,77,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred11"", ""image_id"": 5, ""box_id"": ""pred11"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1082.37744140625, 807.61669921875, 572.4696044921875, 332.3939208984375], ""crop_path"": ""crops/val/defect_broken/val_img5_pre"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,77,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred11"", ""image_id"": 5, ""box_id"": ""pred11"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1082.37744140625, 807.61669921875, 572.4696044921875, 332.3939208984375], ""crop_path"": ""crops/val/defect_broken/val_img5_pre"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,77,defect_broken/,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred11"", ""image_id"": 5, ""box_id"": ""pred11"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1082.37744140625, 807.61669921875, 572.4696044921875, 332.3939208984375], ""crop_path"": ""crops/val/defect_broken/val_img5_pre"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,78,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred12"", ""image_id"": 5, ""box_id"": ""pred12"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1326.9495849609375, 501.8382263183594, 344.9644775390625, 342.0237731933594], ""crop_path"": ""crops/val/defect_flashover/val_i"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,78,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred12"", ""image_id"": 5, ""box_id"": ""pred12"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1326.9495849609375, 501.8382263183594, 344.9644775390625, 342.0237731933594], ""crop_path"": ""crops/val/defect_flashover/val_i"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,78,defect_flashover/,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred12"", ""image_id"": 5, ""box_id"": ""pred12"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1326.9495849609375, 501.8382263183594, 344.9644775390625, 342.0237731933594], ""crop_path"": ""crops/val/defect_flashover/val_i"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,79,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred13"", ""image_id"": 5, ""box_id"": ""pred13"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1096.0184326171875, 815.422607421875, 549.5751953125, 324.0621337890625], ""crop_path"": ""crops/val/unknown/val_img5_pred13.jp"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,79,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred13"", ""image_id"": 5, ""box_id"": ""pred13"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1096.0184326171875, 815.422607421875, 549.5751953125, 324.0621337890625], ""crop_path"": ""crops/val/unknown/val_img5_pred13.jp"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,80,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred14"", ""image_id"": 5, ""box_id"": ""pred14"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1074.3154296875, 467.9200134277344, 593.13720703125, 682.2711486816406], ""crop_path"": ""crops/val/defect_broken/val_img5_pred"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,80,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred14"", ""image_id"": 5, ""box_id"": ""pred14"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1074.3154296875, 467.9200134277344, 593.13720703125, 682.2711486816406], ""crop_path"": ""crops/val/defect_broken/val_img5_pred"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,80,defect_broken/,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred14"", ""image_id"": 5, ""box_id"": ""pred14"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1074.3154296875, 467.9200134277344, 593.13720703125, 682.2711486816406], ""crop_path"": ""crops/val/defect_broken/val_img5_pred"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,81,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred15"", ""image_id"": 5, ""box_id"": ""pred15"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1084.9306640625, 1326.0643310546875, 545.105712890625, 298.92919921875], ""crop_path"": ""crops/val/defect_flashover/val_img5_p"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,81,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred15"", ""image_id"": 5, ""box_id"": ""pred15"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1084.9306640625, 1326.0643310546875, 545.105712890625, 298.92919921875], ""crop_path"": ""crops/val/defect_flashover/val_img5_p"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,81,defect_flashover/,metadata_or_eval_artifact,"{""record_id"": ""val_img5_pred15"", ""image_id"": 5, ""box_id"": ""pred15"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1084.9306640625, 1326.0643310546875, 545.105712890625, 298.92919921875], ""crop_path"": ""crops/val/defect_flashover/val_img5_p"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,82,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred1"", ""image_id"": 6, ""box_id"": ""pred1"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1916.688720703125, 608.4091186523438, 382.951171875, 210.65478515625], ""crop_path"": ""crops/val/insulator_ok/val_img6_pred1.jpg"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,82,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred1"", ""image_id"": 6, ""box_id"": ""pred1"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1916.688720703125, 608.4091186523438, 382.951171875, 210.65478515625], ""crop_path"": ""crops/val/insulator_ok/val_img6_pred1.jpg"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,82,insulator_ok/,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred1"", ""image_id"": 6, ""box_id"": ""pred1"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1916.688720703125, 608.4091186523438, 382.951171875, 210.65478515625], ""crop_path"": ""crops/val/insulator_ok/val_img6_pred1.jpg"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,83,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred2"", ""image_id"": 6, ""box_id"": ""pred2"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1968.0294189453125, 1554.5062255859375, 362.8909912109375, 186.4639892578125], ""crop_path"": ""crops/val/defect_flashover/val_im"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,83,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred2"", ""image_id"": 6, ""box_id"": ""pred2"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1968.0294189453125, 1554.5062255859375, 362.8909912109375, 186.4639892578125], ""crop_path"": ""crops/val/defect_flashover/val_im"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,83,defect_flashover/,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred2"", ""image_id"": 6, ""box_id"": ""pred2"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1968.0294189453125, 1554.5062255859375, 362.8909912109375, 186.4639892578125], ""crop_path"": ""crops/val/defect_flashover/val_im"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,84,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred3"", ""image_id"": 6, ""box_id"": ""pred3"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1971.23193359375, 1695.5496826171875, 376.088134765625, 205.546142578125], ""crop_path"": ""crops/val/defect_flashover/val_img6_p"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,84,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred3"", ""image_id"": 6, ""box_id"": ""pred3"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1971.23193359375, 1695.5496826171875, 376.088134765625, 205.546142578125], ""crop_path"": ""crops/val/defect_flashover/val_img6_p"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,84,defect_flashover/,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred3"", ""image_id"": 6, ""box_id"": ""pred3"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1971.23193359375, 1695.5496826171875, 376.088134765625, 205.546142578125], ""crop_path"": ""crops/val/defect_flashover/val_img6_p"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,85,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred4"", ""image_id"": 6, ""box_id"": ""pred4"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [2025.9635009765625, 203.11082458496094, 272.8870849609375, 295.23277282714844], ""crop_path"": ""crops/val/defect_flashover/val_i"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,85,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred4"", ""image_id"": 6, ""box_id"": ""pred4"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [2025.9635009765625, 203.11082458496094, 272.8870849609375, 295.23277282714844], ""crop_path"": ""crops/val/defect_flashover/val_i"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,85,defect_flashover/,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred4"", ""image_id"": 6, ""box_id"": ""pred4"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [2025.9635009765625, 203.11082458496094, 272.8870849609375, 295.23277282714844], ""crop_path"": ""crops/val/defect_flashover/val_i"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,86,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred5"", ""image_id"": 6, ""box_id"": ""pred5"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [2018.0517578125, 2276.941650390625, 353.991943359375, 188.359619140625], ""crop_path"": ""crops/val/insulator_ok/val_img6_pred5.j"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,86,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred5"", ""image_id"": 6, ""box_id"": ""pred5"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [2018.0517578125, 2276.941650390625, 353.991943359375, 188.359619140625], ""crop_path"": ""crops/val/insulator_ok/val_img6_pred5.j"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,86,insulator_ok/,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred5"", ""image_id"": 6, ""box_id"": ""pred5"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [2018.0517578125, 2276.941650390625, 353.991943359375, 188.359619140625], ""crop_path"": ""crops/val/insulator_ok/val_img6_pred5.j"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,87,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred6"", ""image_id"": 6, ""box_id"": ""pred6"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1955.109619140625, 447.6978454589844, 343.46923828125, 204.69924926757812], ""crop_path"": ""crops/val/insulator_ok/val_img6_pred"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,87,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred6"", ""image_id"": 6, ""box_id"": ""pred6"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1955.109619140625, 447.6978454589844, 343.46923828125, 204.69924926757812], ""crop_path"": ""crops/val/insulator_ok/val_img6_pred"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,87,insulator_ok/,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred6"", ""image_id"": 6, ""box_id"": ""pred6"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1955.109619140625, 447.6978454589844, 343.46923828125, 204.69924926757812], ""crop_path"": ""crops/val/insulator_ok/val_img6_pred"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,88,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred7"", ""image_id"": 6, ""box_id"": ""pred7"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1941.2117919921875, 1094.7783203125, 391.8243408203125, 206.1143798828125], ""crop_path"": ""crops/val/defect_flashover/val_img6_"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,88,crops/val,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred7"", ""image_id"": 6, ""box_id"": ""pred7"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1941.2117919921875, 1094.7783203125, 391.8243408203125, 206.1143798828125], ""crop_path"": ""crops/val/defect_flashover/val_img6_"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,88,defect_flashover/,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred7"", ""image_id"": 6, ""box_id"": ""pred7"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1941.2117919921875, 1094.7783203125, 391.8243408203125, 206.1143798828125], ""crop_path"": ""crops/val/defect_flashover/val_img6_"
reports\operation_next\stage4_dinov2_packfix\secondbest_cv0p35\predictions_vlm_labels_v1.jsonl,89,crop_path,metadata_or_eval_artifact,"{""record_id"": ""val_img6_pred8"", ""image_id"": 6, ""box_id"": ""pred8"", ""source"": ""pred"", ""split"": ""val"", ""bbox_xywh"": [1935.133544921875, 936.4844360351562, 378.77294921875, 204.38787841796875], ""crop_path"": ""crops/val/insulator_ok/val_img6_pred"
